idnum,age,cohort,sex,race,sexornt,born,sibs,agekdbrn,childs,chldidel,marital,martype,educ,degree,majorcol,othlang,dwelling,dwelown,hompop,income16,rincom16,prestg10,papres10,mapres10,sppres10,sei10,pasei10,masei10,spsei10,region,parborn,paeduc,maeduc,speduc,zodiac,relig,attend,reliten,postlife,pray,relig16,sprel,prayer,bible,god,relpersn,sprtprsn,happy,hapmar,health,life,rushed,bored,evbrkdwn,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,hope1,hope2,hope3,hope4,hope5,hope6,res16,reg16,mobile16,family16,famdif16,partyid,polviews,polint,colath,colrac,colcom,colmil,colhomo,colmslm,cappun,gunlaw,courts,grass,aged,raclive,affrmact,marblk,marasian,marhisp,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,spanking,polhitok,polabuse,polmurdr,polescap,polattak,fechld,fefam,meovrwrk,marhomo,taxrich,taxmid,taxpoor,letin1,spenviro,sphlth,sppolice,spschool,sparms,spretire,spunemp,sparts,socrel,socommun,socfrend,socbar,wrkstat,wrkslf,spwrksta,satjob,worryjob,stresswk,vetyears,class,satfin,finrela,getahead,parsol,fear,owngun,rowngun,hunt,news,tvhours,compuse,emailmin,emailhr,wwwhr,wwwmin,newsfrom,scifrom,astrosci,intintl,intenvir,partners,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,partnrs5,sexsex5,evpaidsx,evstray,intuse,intmbile,intrecnt,twitter,facebook,instagrm,linkedin,snapchat,tumblr,whatsapp,googlesn,pinterst,flickr,vine,clssmtes,snsmoth1,wtss,wtssnr,wtssall
456,63,1953,2,1,3,1,4,0,0,-1,5,0,12,1,0,2,7,0,1,9,0,35,30,33,0,21.7999992370605,37.2999992370605,13.6000003814697,0,1,0,9,12,97,2,11,7,1,2,1,2,0,0,1,6,4,1,3,0,1,1,3,2,2,5,1,4,1,1,5,8,6,8,5,7,8,4,9,3,1,0,1,5,0,4,4,5,4,4,4,1,1,2,2,1,1,0,0,0,0,2,2,2,3,1,2,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,2,0,1,2,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,2,1,1,4,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.436260551214218,.478496760129929
457,34,1982,2,3,0,1,1,30,1,2,1,1,17,4,55,1,2,1,3,26,26,50,45,47,75,68.5999984741211,38.7999992370605,38.7999992370605,86.0999984741211,1,8,10,12,19,4,7,2,1,1,2,7,7,1,2,3,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,1,0,1,3,4,4,4,5,4,4,4,1,1,2,0,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,2,4,2,3,4,0,0,2,0,0,0,0,0,1,3,2,1,1,1,1,3,2,3,3,2,4,2,2,3,4,7,5,3,1,2,1,1,0,0,0,4,2,5,1,0,2,2,0,4,3,1,1,0,56,24,0,3,3,3,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.872521102428436,.956993520259857
458,37,1979,2,1,3,1,4,34,2,-1,1,1,16,3,0,2,2,0,4,26,21,53,72,64,53,73.9000015258789,77.4000015258789,82.5,69.3000030517578,1,0,16,16,16,12,1,0,2,1,4,1,4,0,3,6,2,2,1,1,1,2,2,0,2,4,2,4,2,2,4,7,5,5,6,6,4,3,7,3,2,2,5,4,0,4,5,5,4,4,5,1,1,3,2,1,2,0,0,0,0,1,2,1,1,2,3,3,2,1,2,1,1,3,2,1,2,1,2,1,2,2,0,0,0,0,0,2,4,2,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,3,0,3,2,1,3,1,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,5,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
459,48,1968,2,1,3,1,2,31,2,3,3,0,18,3,9,2,2,1,3,26,26,47,47,47,0,57.7999992370605,57.7999992370605,38.7999992370605,0,1,1,12,12,97,4,2,2,2,1,2,2,0,8,2,3,4,1,2,0,0,0,0,0,2,2,2,4,2,2,4,8,8,6,7,7,7,5,2,3,1,0,5,4,5,0,0,0,0,0,0,1,0,8,1,2,2,4,2,2,2,1,3,2,2,2,3,2,2,1,3,2,1,2,1,0,0,0,0,0,0,0,1,1,1,4,3,0,0,2,1,3,1,1,2,1,1,2,4,2,0,2,2,2,4,3,3,3,1,3,2,4,3,3,4,4,2,1,2,0,1,0,0,0,3,1,3,0,2,0,0,0,0,4,1,1,0,35,10,0,3,3,2,2,2,3,1,2,2,2,2,1,2,0,10,4,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,.478496760129929,.436260551214218,.478496760129929
460,81,1935,1,1,0,1,3,24,5,3,1,1,12,1,0,2,2,1,2,27,0,37,39,0,37,18.6000003814697,41,0,33.2000007629395,1,0,6,12,12,9,2,2,2,1,2,2,2,2,2,5,2,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,2,4,1,5,5,5,5,4,5,1,1,2,0,0,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,4,1,2,4,3,1,4,0,0,3,0,0,0,0,0,4,1,2,5,4,3,3,5,2,1,2,1,2,2,3,4,3,4,4,6,5,1,5,0,0,0,2,3,1,3,1,0,2,2,0,4,1,5,1,0,10,0,0,1,1,3,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.872521102428436,.956993520259857
461,58,1958,2,1,3,1,3,39,1,-1,1,1,20,4,0,2,2,0,3,26,26,80,72,46,39,92.8000030517578,77.4000015258789,61.4000015258789,67.6999969482422,1,0,16,12,16,3,1,0,2,2,5,1,1,0,3,3,4,2,2,2,1,1,1,3,2,4,2,3,2,2,4,7,6,7,6,6,5,3,2,3,1,0,0,1,0,8,5,8,8,4,5,2,1,3,1,2,2,0,0,0,0,1,3,2,2,1,2,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,2,0,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,0,0,3,3,4,2,3,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1.43549025058746,1.30878162384033,1.43549025058746
462,64,1952,2,1,0,1,1,36,1,8,3,0,18,4,0,2,2,1,2,27,27,53,73,0,37,69.3000030517578,70.0999984741211,0,18.6000003814697,1,0,16,16,97,1,1,7,1,1,2,1,0,1,2,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1,0,3,4,0,0,0,0,0,0,0,1,0,3,1,3,1,8,3,3,3,3,1,2,1,1,2,2,2,1,2,2,1,3,1,0,0,0,0,0,0,0,8,1,3,4,4,0,0,2,2,3,1,2,2,1,1,2,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,3,4,1,2,0,2,3,0,0,3,1,4,0,3,0,0,0,0,1,3,1,0,20,8,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1.56436336040497,1.42627930641174,1.56436336040497
463,37,1979,2,1,3,1,2,0,0,-1,5,0,20,4,0,1,4,0,2,26,26,39,64,64,0,67.6999969482422,82.5,84.1999969482422,0,1,0,18,14,97,6,4,0,4,8,6,2,0,0,3,2,4,4,2,0,1,2,2,0,2,3,2,3,2,2,4,7,8,7,7,7,6,3,1,3,1,0,0,2,0,5,5,5,4,4,5,2,1,3,1,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,2,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0,3,3,4,1,3,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,1,2,2,2,2,1,1,0,5,3,1,2,3,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,.956993520259857,.872521102428436,.956993520259857
464,66,1950,1,1,3,2,1,39,1,8,1,1,16,3,8,1,2,1,2,26,0,58,50,53,72,81.9000015258789,57.4000015258789,41.0999984741211,77.4000015258789,1,8,16,13,16,4,1,5,2,2,5,2,1,1,3,3,3,4,2,1,0,0,0,0,2,3,2,4,2,2,4,7,8,7,8,7,6,4,9,3,1,0,2,2,4,0,0,0,0,0,0,1,0,1,1,3,1,3,3,3,3,3,1,2,2,3,1,3,2,2,3,1,2,3,1,0,0,0,0,0,0,0,1,1,1,4,4,0,0,2,1,3,1,2,2,1,1,1,4,2,0,4,2,1,2,2,2,2,2,4,3,3,3,5,4,4,4,2,1,7,1,0,0,0,3,1,3,0,1,0,0,0,0,3,0,1,0,2,25,0,3,4,3,2,2,1,0,0,0,0,0,3,2,25,0,1,3,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,.956993520259857,.872521102428436,.956993520259857
465,31,1985,1,1,3,1,1,0,0,-1,5,0,19,3,0,2,8,0,1,20,19,47,63,24,0,69.4000015258789,81,34.7999992370605,0,1,0,10,14,97,99,2,0,2,2,6,2,0,0,2,2,3,3,1,0,1,1,2,2,2,2,4,4,4,2,5,7,7,7,7,7,7,5,1,2,1,0,6,5,0,4,5,5,4,4,4,2,2,2,1,2,2,0,0,0,0,2,2,1,2,2,2,3,3,1,2,2,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,4,1,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,0,0,3,1,4,1,2,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0,2,3,2,3,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,.478496760129929,.436260551214218,.478496760129929
466,64,1952,1,1,3,1,10,31,2,2,1,1,16,3,0,2,2,3,3,23,18,65,39,0,49,59.4000015258789,67.6999969482422,0,56.9000015258789,1,0,12,12,14,4,4,3,4,2,3,2,2,1,2,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,4,5,0,0,0,0,0,0,0,2,0,3,1,3,1,4,3,3,3,1,2,1,2,2,2,3,2,2,2,1,1,3,2,0,0,0,0,0,0,0,3,2,1,4,2,0,0,1,2,3,1,2,2,1,1,2,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,7,5,7,2,1,2,1,4,0,0,3,1,4,0,4,0,0,0,0,5,1,1,0,2,1,0,0,0,0,0,0,9,2,2,2,2,2,3,2,999,999,1,3,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1.43549025058746,1.30878162384033,1.43549025058746
467,57,1959,2,1,0,1,6,44,1,3,5,0,18,4,1,2,2,1,2,24,24,60,58,0,0,76.3000030517578,71,0,0,1,0,16,12,97,12,2,2,2,1,5,2,0,1,2,5,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,2,1,4,5,5,4,4,5,2,1,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,3,1,2,4,0,0,3,0,0,0,0,0,2,4,2,1,4,2,2,5,2,4,3,2,5,2,3,2,5,6,6,6,1,1,0,3,0,0,0,3,2,4,3,0,2,2,0,4,1,2,1,0,10,15,0,1,6,2,1,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.436260551214218,.478496760129929
468,59,1957,2,1,2,2,1,42,2,-1,1,2,20,4,0,1,2,0,4,26,23,74,0,45,59,84.5,0,38.2999992370605,75.5,1,8,97,11,19,11,4,0,4,2,6,2,4,0,3,2,4,4,2,1,1,1,1,0,2,4,2,5,2,2,5,8,8,7,8,8,7,6,2,3,5,2,0,2,0,4,4,5,4,4,4,2,1,1,1,2,1,0,0,0,0,1,1,2,3,2,1,2,2,1,3,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,3,4,2,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,2,0,3,1,4,1,1,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,2,6,4,1,3,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
469,29,1987,2,1,3,1,3,0,0,2,1,1,16,3,60,1,2,1,6,23,15,45,49,38,35,19.7000007629395,56.9000015258789,25.7000007629395,32,1,2,18,14,14,9,2,2,2,1,5,2,2,1,2,5,3,2,2,1,0,0,0,0,2,4,2,3,3,3,4,7,5,4,4,5,4,5,1,1,1,0,2,4,3,0,0,0,0,0,0,1,0,2,1,2,1,4,3,3,3,2,3,2,2,3,3,2,3,2,3,2,2,2,2,0,0,0,0,0,0,0,1,1,3,4,2,0,0,1,2,3,1,2,2,2,1,2,3,3,0,5,4,3,3,3,2,3,1,3,2,3,3,2,3,4,3,1,2,1,1,0,0,0,2,3,2,0,4,0,0,0,0,1,1,1,0,1,20,0,3,3,3,2,2,1,0,0,0,0,0,1,4,0,6,3,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1.91398704051971,1.74504220485687,1.91398704051971
470,59,1957,1,1,0,1,2,27,2,2,1,1,16,3,11,2,2,1,2,26,26,72,0,45,46,77.4000015258789,0,38.2999992370605,61.4000015258789,1,0,97,12,16,5,3,0,2,2,6,3,4,1,3,1,4,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,1,0,1,1,4,5,5,4,4,5,2,1,2,0,0,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,3,0,0,2,0,0,0,0,0,1,4,2,1,3,2,1,2,1,1,3,1,2,2,2,2,4,7,5,4,1,2,2,9,0,0,0,4,1,5,2,0,1,2,0,4,1,4,1,0,10,20,0,3,4,3,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56436336040497,1.42627930641174,1.56436336040497
471,59,1957,2,1,3,1,7,19,4,-1,1,1,18,4,0,2,2,0,2,26,21,64,47,61,59,82.5,57.7999992370605,80.9000015258789,75.5,1,0,8,17,19,2,2,2,2,1,2,2,4,0,3,3,3,2,2,1,1,1,2,3,2,4,1,4,1,1,5,8,6,6,7,7,6,5,1,1,1,0,2,3,0,4,4,5,4,4,4,2,1,1,1,2,1,0,0,0,0,1,3,2,3,3,2,3,2,2,3,1,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,2,4,2,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,0,3,1,4,1,1,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
472,71,1945,1,1,3,1,1,37,2,3,1,1,16,3,0,2,2,1,2,24,23,65,59,47,59,85.1999969482422,65.0999984741211,38.7999992370605,75.5,1,0,12,12,16,12,3,3,1,2,5,3,3,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,2,0,0,0,0,0,0,0,2,0,3,1,3,2,9,4,4,4,1,3,2,2,2,2,2,2,2,3,1,1,3,2,0,0,0,0,0,0,0,8,1,3,4,1,0,0,2,2,3,1,2,2,1,1,2,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,3,5,6,2,2,5,1,4,0,0,4,1,5,0,1,0,0,0,0,2,1,1,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,3,2,10,0,1,3,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
473,36,1980,1,1,3,1,4,31,1,2,1,1,18,4,70,2,4,2,1,23,23,60,42,21,46,65.3000030517578,31,13.6000003814697,61.4000015258789,1,0,12,12,18,7,1,2,2,1,3,4,4,2,2,6,4,3,3,3,0,0,0,0,2,4,2,4,2,1,5,8,6,4,7,7,5,3,1,2,1,0,5,5,2,0,0,0,0,0,0,1,0,2,2,2,1,4,1,1,1,1,2,1,1,2,2,1,3,2,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,4,3,0,0,1,1,4,1,2,2,2,1,1,4,2,0,3,2,2,4,3,4,2,5,2,3,3,4,3,4,3,4,1,2,1,1,0,0,0,2,2,4,0,1,0,0,0,0,1,1,1,0,1,15,0,3,3,3,2,2,2,1,2,2,2,2,3,5,10,0,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,.782181680202484,.713139653205872,.782181680202484
474,29,1987,1,1,0,1,2,0,0,2,5,0,13,1,0,1,4,2,2,18,18,50,72,38,39,32.5999984741211,92.0999984741211,59.0999984741211,67.6999969482422,1,0,20,16,97,5,3,0,2,8,6,3,0,1,2,3,4,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,5,1,2,4,5,5,4,5,4,4,1,1,1,0,0,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,4,3,2,4,0,0,2,0,0,0,0,0,2,3,3,2,4,2,2,3,3,3,4,3,4,3,4,3,4,3,3,1,1,2,0,9,0,0,0,2,2,4,1,0,2,2,0,4,4,2,1,0,1,2,0,5,3,2,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.872521102428436,.956993520259857
475,28,1988,1,1,3,2,2,0,0,-1,1,1,16,4,0,2,4,0,2,23,19,47,63,44,38,65.3000030517578,81.5999984741211,43.7999992370605,59.0999984741211,1,8,20,12,17,12,4,0,4,8,6,1,4,0,3,2,4,4,1,1,2,2,3,1,2,3,2,3,2,2,4,7,8,7,6,7,7,4,0,3,1,0,1,2,0,5,5,5,4,4,4,2,1,3,1,1,1,0,0,0,0,2,3,2,3,2,3,2,3,3,3,2,2,2,3,1,1,1,1,1,1,1,0,0,0,0,0,2,4,2,1,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,0,0,2,2,3,3,3,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,4,35,0,3,3,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
476,76,1940,2,2,3,1,7,16,4,3,4,0,12,1,0,2,3,2,2,18,0,47,50,33,0,38.7999992370605,32.5999984741211,13.6000003814697,0,1,0,12,98,97,2,1,8,2,2,1,1,0,2,1,6,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,5,2,4,0,0,0,0,0,0,0,2,0,2,1,2,1,4,1,1,1,2,2,3,3,3,3,2,3,2,2,2,2,3,2,0,0,0,0,0,0,0,4,1,2,4,2,0,0,2,2,3,2,2,2,1,1,2,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,2,7,5,2,0,0,0,0,0,3,2,3,0,1,0,0,0,0,5,8,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.872521102428436,.956993520259857
477,71,1945,2,1,0,1,4,18,5,2,2,0,9,0,0,2,8,2,1,16,0,24,35,33,0,20.7000007629395,32,13.6000003814697,0,1,0,98,98,97,11,2,0,1,1,1,2,0,2,2,6,2,8,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,0,3,4,5,4,4,4,4,4,5,8,1,2,0,0,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,8,1,1,2,4,4,3,4,0,0,1,0,0,0,0,0,2,3,3,2,4,2,1,4,2,2,1,2,1,1,2,3,3,7,7,7,5,2,0,0,0,0,0,2,3,2,1,0,2,2,0,4,5,8,1,0,0,4,0,5,5,3,3,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.436260551214218,.478496760129929
478,24,1992,1,1,3,1,2,0,0,2,5,0,16,3,8,1,7,2,2,17,17,45,53,61,74,44.5,73.9000015258789,80.9000015258789,84.5,1,0,19,16,97,2,4,2,4,2,6,2,0,1,3,1,4,3,2,0,0,0,0,0,1,3,2,2,2,2,4,6,3,5,2,5,4,3,2,3,1,0,1,2,3,0,0,0,0,0,0,2,0,1,1,1,1,3,3,3,3,1,3,2,3,2,2,3,3,1,2,1,1,3,2,0,0,0,0,0,0,0,2,1,3,4,2,0,0,2,1,3,2,2,2,2,1,1,4,2,0,4,2,1,2,2,2,4,2,5,3,3,2,3,1,3,2,4,2,0,3,0,0,0,2,2,2,0,3,0,0,0,0,5,2,1,0,1,25,0,3,3,3,2,1,1,0,0,0,0,0,3,4,6,0,4,3,2,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
479,61,1955,2,1,0,1,6,17,7,5,5,0,12,1,0,2,3,3,3,18,0,58,43,48,51,72.6999969482422,36.2000007629395,24.2000007629395,52.2999992370605,1,0,98,9,97,11,4,0,4,1,1,1,0,2,3,6,4,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,3,1,3,4,5,5,5,4,5,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,3,1,1,4,3,1,4,0,0,2,0,0,0,0,0,2,3,4,2,4,2,2,3,1,2,2,2,2,1,3,3,6,6,6,5,7,1,0,9,0,0,0,1,3,2,3,0,1,2,0,4,5,5,1,0,3,2,0,5,3,2,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43549025058746,1.30878162384033,1.43549025058746
480,34,1982,2,3,3,1,1,0,0,-1,3,0,19,4,0,2,4,0,1,9,7,72,80,80,0,92.1999969482422,92.8000030517578,92.8000030517578,0,1,2,20,20,97,11,1,2,2,1,2,1,0,0,2,3,3,1,2,0,2,1,1,2,1,4,3,3,2,2,3,7,6,7,6,6,6,3,1,3,1,0,0,2,0,4,4,5,4,4,4,2,1,3,2,3,1,0,0,0,0,3,2,2,2,2,1,3,2,2,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,2,4,1,2,0,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,0,0,3,2,4,2,2,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,2,2,1,2,2,1,1,0,13,4,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,.782181680202484,.713139653205872,.782181680202484
481,48,1968,1,1,0,1,2,0,0,2,5,0,14,1,0,2,8,2,1,8,0,36,28,51,0,37.7999992370605,25.2000007629395,28.7000007629395,0,1,0,12,15,97,5,2,0,2,1,3,2,0,1,2,5,3,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,3,4,1,4,5,5,4,4,5,1,1,2,0,0,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,4,1,1,4,0,0,3,0,0,0,0,0,1,3,2,1,4,2,2,5,3,2,2,3,4,3,3,3,4,2,3,7,4,1,0,2,0,0,0,2,3,1,1,0,2,2,0,4,1,1,1,0,2,1,0,6,3,2,3,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.436260551214218,.478496760129929
482,27,1989,1,1,3,1,2,0,0,-1,5,0,16,3,0,1,5,0,3,18,18,23,0,38,0,25.3999996185303,99.9000015258789,59.0999984741211,0,1,0,18,18,97,8,4,2,4,2,6,2,0,0,3,1,3,3,2,0,1,2,2,0,0,4,3,4,4,3,4,7,6,6,6,7,6,3,1,2,1,0,2,2,0,4,5,5,4,4,5,2,1,1,1,1,1,0,0,0,0,1,2,2,2,2,1,2,2,2,3,2,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,4,4,2,1,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,2,0,3,1,3,3,2,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,4,2,2,1,2,2,3,1,21,0,7,3,2,3,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1.43549025058746,1.30878162384033,1.43549025058746
483,26,1990,2,1,3,1,1,0,0,-1,5,0,16,3,0,2,4,0,3,21,8,31,60,0,0,19.6000003814697,76.3000030517578,0,0,1,0,16,13,97,9,1,4,1,1,2,1,0,0,1,5,2,2,1,0,2,1,2,2,2,4,3,4,2,2,4,7,5,6,5,5,5,3,1,2,1,0,4,5,0,4,4,4,4,4,5,1,2,2,2,1,1,0,0,0,0,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,2,0,1,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,0,0,2,2,2,1,4,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,1,2,2,2,2,1,2,0,1,1,1,2,3,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1.43549025058746,1.30878162384033,1.43549025058746
