idnum,age,cohort,sex,race,sexornt,born,sibs,agekdbrn,childs,chldidel,marital,martype,educ,degree,majorcol,othlang,dwelling,dwelown,hompop,income16,rincom16,prestg10,papres10,mapres10,sppres10,sei10,pasei10,masei10,spsei10,region,parborn,paeduc,maeduc,speduc,zodiac,relig,attend,reliten,postlife,pray,relig16,sprel,prayer,bible,god,relpersn,sprtprsn,happy,hapmar,health,life,rushed,bored,evbrkdwn,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,hope1,hope2,hope3,hope4,hope5,hope6,res16,reg16,mobile16,family16,famdif16,partyid,polviews,polint,colath,colrac,colcom,colmil,colhomo,colmslm,cappun,gunlaw,courts,grass,aged,raclive,affrmact,marblk,marasian,marhisp,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,spanking,polhitok,polabuse,polmurdr,polescap,polattak,fechld,fefam,meovrwrk,marhomo,taxrich,taxmid,taxpoor,letin1,spenviro,sphlth,sppolice,spschool,sparms,spretire,spunemp,sparts,socrel,socommun,socfrend,socbar,wrkstat,wrkslf,spwrksta,satjob,worryjob,stresswk,vetyears,class,satfin,finrela,getahead,parsol,fear,owngun,rowngun,hunt,news,tvhours,compuse,emailmin,emailhr,wwwhr,wwwmin,newsfrom,scifrom,astrosci,intintl,intenvir,partners,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,partnrs5,sexsex5,evpaidsx,evstray,intuse,intmbile,intrecnt,twitter,facebook,instagrm,linkedin,snapchat,tumblr,whatsapp,googlesn,pinterst,flickr,vine,clssmtes,snsmoth1,wtss,wtssnr,wtssall
428,47,1969,1,1,0,1,1,35,2,2,1,1,18,4,9,2,2,1,4,26,26,53,50,47,50,80.1999969482422,68.5999984741211,38.7999992370605,68.5999984741211,5,0,16,12,16,5,2,4,2,1,5,2,2,1,2,5,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,2,3,1,4,5,5,4,4,5,2,1,8,0,0,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,3,4,1,1,4,0,0,3,0,0,0,0,0,2,3,2,1,4,3,2,3,2,3,3,2,4,3,3,4,5,4,4,5,1,2,7,2,0,0,0,3,2,5,1,0,2,2,0,4,1,1,1,0,20,15,0,1,3,3,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56436336040497,1.50979578495026,1.56436336040497
429,27,1989,1,2,3,1,2,0,0,3,5,0,10,1,0,1,7,2,3,22,0,31,37,17,0,55.2999992370605,33.2000007629395,45.2999992370605,0,5,8,15,16,97,7,9,0,2,1,5,9,0,2,3,6,4,2,2,0,0,0,0,0,2,5,5,5,5,1,5,6,8,8,1,8,6,6,5,1,1,0,2,2,4,0,0,0,0,0,0,2,0,1,1,1,1,3,3,3,3,2,2,2,3,2,3,2,2,3,3,2,2,2,2,0,0,0,0,0,0,0,1,1,1,4,3,0,0,2,1,2,2,2,2,1,1,1,4,4,0,3,3,3,3,2,2,3,2,2,3,3,2,2,2,2,3,2,2,0,2,0,0,0,2,3,3,0,1,0,0,0,0,4,5,1,0,2,24,0,3,3,2,3,2,4,2,1,1,2,2,3,5,15,0,5,3,1,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1.43549025058746,1.38541805744171,1.43549025058746
430,52,1964,1,3,0,2,6,18,2,2,1,1,10,0,0,1,6,1,3,19,19,47,36,0,25,34.7999992370605,30.7999992370605,0,12.6000003814697,5,8,0,3,6,3,1,7,1,1,1,1,1,1,1,6,2,3,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,5,4,5,5,4,5,4,4,2,1,2,0,0,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,2,2,2,2,1,2,2,1,1,1,1,0,0,2,0,0,0,0,0,3,2,2,5,3,2,1,3,3,3,3,2,3,3,3,3,2,7,2,7,1,2,1,9,0,0,0,2,2,3,1,0,2,2,0,4,5,3,2,-1,-1,-1,-1,5,5,3,3,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43549025058746,1.38541805744171,1.43549025058746
431,26,1990,2,3,3,1,4,0,0,-1,5,0,11,0,0,1,6,0,2,20,16,31,0,33,0,39.7000007629395,0,13.6000003814697,0,5,8,97,14,97,6,2,3,2,1,3,2,0,0,2,6,3,2,2,0,2,1,2,3,2,3,2,4,2,2,4,8,5,8,7,8,5,4,5,1,5,2,2,2,0,4,5,4,5,4,5,2,1,2,1,1,1,0,0,0,0,1,3,2,3,2,2,2,3,2,3,3,2,3,2,1,2,1,8,1,2,8,0,0,0,0,0,3,4,2,1,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,2,2,2,2,1,2,1,2,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,4,1,1,2,2,2,1,1,0,40,6,1,2,3,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,.956993520259857,.923611998558044,.956993520259857
432,24,1992,2,1,3,1,3,23,1,8,5,0,12,1,0,2,8,2,2,1,1,28,25,64,0,25.2000007629395,23.2999992370605,71.8000030517578,0,5,0,12,16,97,2,2,5,2,1,1,2,0,2,3,6,3,3,2,0,0,0,0,0,1,5,5,3,3,5,5,7,7,6,6,7,7,6,5,1,2,2,3,6,5,0,0,0,0,0,0,2,0,1,1,2,1,4,3,3,3,2,2,2,1,2,3,3,2,3,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,4,4,0,0,2,1,1,2,2,2,2,8,1,4,3,0,1,1,1,5,3,2,4,1,4,1,4,4,2,2,1,7,2,1,0,2,0,0,0,1,3,2,0,4,0,0,0,0,5,15,1,0,50,25,0,5,5,1,2,1,2,1,2,2,2,2,1,6,1,2,2,1,2,3,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,.956993520259857,.923611998558044,.956993520259857
433,25,1991,2,3,3,2,1,17,3,-1,5,0,11,1,0,1,7,0,2,16,0,53,0,0,0,41.0999984741211,99.9000015258789,0,0,5,8,97,9,97,6,1,8,2,1,1,2,0,0,1,6,2,1,3,0,3,3,2,1,1,3,4,1,4,2,2,7,1,6,3,5,1,4,5,1,0,9,1,4,0,4,5,5,4,4,8,2,1,2,1,2,1,0,0,0,0,2,3,3,2,2,3,2,3,2,3,3,3,3,2,2,2,2,2,8,2,2,0,0,0,0,0,1,1,2,2,0,1,2,2,8,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,2,2,2,1,1,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,9,0,1,1,1,2,3,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,.956993520259857,.923611998558044,.956993520259857
434,44,1972,1,3,3,2,6,39,1,-1,1,1,6,0,0,1,8,0,2,20,20,33,46,0,0,27.6000003814697,39.9000015258789,0,0,5,8,3,6,6,8,2,1,2,8,2,2,2,0,3,6,3,1,1,1,1,1,3,0,0,5,1,5,5,4,4,8,8,6,6,6,7,1,0,3,1,0,1,2,0,5,5,4,5,4,5,8,1,3,2,2,1,0,0,0,0,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,8,2,8,0,0,0,0,0,1,1,2,2,0,2,2,8,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,4,4,0,2,2,2,1,4,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,6,6,0,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,.956993520259857,.923611998558044,.956993520259857
435,29,1987,1,1,3,1,1,0,0,-1,5,0,13,1,0,2,2,0,1,18,18,45,27,25,0,31.2000007629395,14,23.2999992370605,0,5,0,98,12,97,10,4,0,4,2,2,2,0,0,3,3,3,3,2,0,1,1,2,3,2,1,1,2,2,2,5,7,7,7,7,6,2,1,5,1,0,2,5,6,0,4,5,4,5,4,5,1,2,3,2,1,1,0,0,0,0,2,1,3,1,2,3,1,3,1,3,3,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2,2,1,0,2,2,2,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,2,1,3,1,1,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,6,999,0,2,3,2,3,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,.478496760129929,.461805999279022,.478496760129929
436,57,1959,2,1,3,1,1,0,0,2,5,0,16,3,12,1,2,1,3,24,20,52,48,48,39,67.8000030517578,57.5,26.1000003814697,67.6999969482422,5,0,12,14,97,6,1,3,2,1,1,1,0,2,2,5,4,1,2,0,0,0,0,0,2,4,2,4,2,2,4,8,6,8,7,8,7,5,5,2,1,0,4,5,1,0,0,0,0,0,0,2,0,2,2,1,1,4,3,3,3,1,2,1,2,3,3,2,3,1,3,1,1,3,1,0,0,0,0,0,0,0,2,1,3,4,1,0,0,2,2,2,1,2,2,2,1,2,4,2,0,2,2,2,4,4,4,3,4,2,3,4,4,2,4,3,6,1,2,0,1,0,0,0,3,1,4,0,2,0,0,0,0,1,2,1,0,10,15,0,5,2,3,1,2,1,0,0,0,0,0,1,5,0,16,1,1,2,3,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,1,1.56436336040497,1.50979578495026,1.56436336040497
437,61,1955,1,1,0,1,2,20,3,3,1,1,13,1,0,2,2,1,2,27,0,35,35,24,41,32,20.8999996185303,14.6000003814697,54.5999984741211,5,0,8,12,12,2,1,1,2,1,2,1,1,2,1,6,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,0,6,4,1,4,5,4,5,4,5,1,2,2,0,0,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,3,1,3,4,1,1,1,0,0,2,0,0,0,0,0,3,2,2,4,4,2,4,5,2,2,2,2,2,2,4,4,3,7,7,7,5,2,5,0,0,0,0,3,3,3,2,0,2,1,1,1,5,4,1,0,0,-1,-1,4,8,2,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.923611998558044,.956993520259857
438,66,1950,1,1,0,1,3,22,3,2,3,0,14,1,0,2,2,1,1,22,0,38,35,0,0,52.4000015258789,32,0,0,5,0,8,6,97,6,4,0,4,1,1,2,0,2,2,3,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,0,0,5,3,4,4,5,4,4,5,2,2,1,0,0,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,1,1,1,4,1,1,2,0,0,2,0,0,0,0,0,3,2,2,2,4,2,1,4,2,1,2,2,1,1,3,4,5,6,3,1,5,2,0,0,0,0,3,2,2,3,1,0,2,2,0,4,1,3,1,0,28,10,0,3,3,3,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.782181680202484,.754897892475128,.782181680202484
439,48,1968,2,2,1,1,13,20,3,2,5,0,11,0,0,1,8,2,1,8,0,25,0,48,0,12.6000003814697,0,24.2000007629395,0,1,3,97,12,97,7,4,0,4,1,4,4,0,1,1,6,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,5,2,4,1,0,0,0,0,0,0,0,1,0,2,1,1,1,3,3,3,3,2,1,1,2,1,1,1,2,1,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,4,1,0,0,2,2,3,8,2,1,2,2,2,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,6,7,7,6,6,2,0,0,0,0,0,4,1,3,0,1,0,0,0,0,3,12,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.436260551214218,.478496760129929
440,26,1990,1,1,0,1,3,0,0,2,5,0,16,3,33,1,6,2,1,11,9,60,51,54,0,87.9000015258789,78.3000030517578,72.5,0,1,0,18,16,97,6,4,0,4,2,6,1,0,1,3,1,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,2,2,2,4,4,4,5,4,4,4,2,2,1,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,3,4,0,0,3,0,0,0,0,0,1,3,2,1,4,3,2,9,1,3,5,3,5,3,3,3,2,5,2,2,1,2,0,1,0,0,0,3,1,4,3,0,2,2,0,4,4,0,1,20,0,50,0,3,3,3,2,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.782181680202484,.713139653205872,.782181680202484
441,29,1987,2,1,3,1,1,0,0,-1,5,0,16,3,0,2,8,0,2,21,21,63,55,46,60,86.9000015258789,62.5999984741211,61.4000015258789,76.3000030517578,1,0,16,16,97,5,1,2,2,2,6,1,0,0,3,3,4,2,1,0,1,1,2,2,1,2,2,4,2,2,4,7,6,6,7,5,5,6,7,3,1,0,1,3,0,4,5,5,5,4,4,2,1,3,1,3,1,0,0,0,0,1,3,2,2,2,1,3,3,2,2,2,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,2,4,2,2,0,8,2,2,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,0,0,3,2,4,2,3,1,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,15,3,1,2,3,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
442,48,1968,1,1,3,1,3,0,0,2,3,0,16,4,0,2,8,2,2,26,0,36,39,31,59,44.5999984741211,67.6999969482422,39.7000007629395,75.5,1,0,16,12,97,9,1,3,2,1,5,1,0,1,3,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,2,3,0,0,0,0,0,0,0,2,0,2,2,1,1,3,2,3,3,1,3,1,2,1,1,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,3,1,2,4,2,0,0,2,2,2,1,2,2,2,1,1,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,2,1,2,0,2,3,0,0,3,2,4,0,3,0,0,0,0,1,1,1,0,20,7,0,0,0,0,0,0,1,0,0,0,0,0,3,5,2,0,4,3,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
443,30,1986,1,1,3,1,1,0,0,-1,5,0,20,3,0,1,8,0,2,16,0,43,80,67,80,55.0999984741211,92.8000030517578,73.5999984741211,92.8000030517578,1,0,20,18,97,8,4,0,4,2,6,1,0,0,3,2,4,3,1,0,1,1,1,0,0,2,3,3,2,3,4,8,6,7,8,8,6,1,9,3,1,0,1,2,0,4,4,5,4,4,4,2,1,1,1,1,1,0,0,0,0,2,2,2,2,1,2,2,1,1,3,2,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,2,4,2,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,1,0,3,2,4,2,2,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,5,7,0,5,3,2,3,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
444,56,1960,1,1,3,1,6,20,2,-1,1,1,12,1,0,2,4,0,3,15,15,45,70,0,48,38.7999992370605,83.8000030517578,0,28.6000003814697,1,0,16,97,12,11,1,1,2,8,4,1,1,0,2,5,3,1,2,1,3,2,2,0,2,4,3,3,3,3,4,6,5,4,4,5,5,3,1,1,4,2,2,5,0,4,4,5,4,4,4,1,1,2,1,1,2,0,0,0,0,2,3,3,3,2,3,2,2,1,2,3,1,3,2,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,2,0,1,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,2,3,2,2,2,3,2,1,4,2,2,0,3,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,3,2,5,0,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
445,28,1988,1,1,0,1,6,0,0,2,5,0,12,1,0,2,2,1,4,20,13,24,0,39,0,20.7000007629395,0,20.7999992370605,0,1,0,97,12,97,12,1,2,2,1,5,2,0,1,2,3,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,2,4,5,2,4,5,5,4,4,5,1,1,2,0,0,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,2,1,2,3,1,1,4,0,0,2,0,0,0,0,0,2,3,3,2,3,3,2,3,3,3,3,2,3,3,3,4,2,5,2,5,1,2,0,9,0,0,0,2,2,2,1,0,2,2,0,4,5,8,1,5,0,12,0,5,5,3,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12872672080994,2.85255861282349,3.12872672080994
446,99,9999,2,3,0,1,1,0,0,8,1,1,14,1,0,2,2,1,2,27,27,40,38,64,44,33.4000015258789,28.3999996185303,84.1999969482422,36.4000015258789,1,0,12,12,13,2,2,6,1,1,1,2,2,8,1,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,4,0,0,0,0,0,0,0,2,0,3,1,3,8,3,3,3,3,2,2,2,2,2,2,2,2,2,8,8,1,8,2,0,0,0,0,0,0,0,3,1,8,1,1,0,0,1,2,3,1,2,2,1,1,1,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,7,3,6,1,2,1,2,3,0,0,2,2,3,0,2,0,0,0,0,5,3,1,0,3,3,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
447,65,1951,1,1,0,1,7,32,1,3,3,0,12,1,0,2,2,1,1,19,0,43,35,0,0,36.2000007629395,34.5999984741211,0,0,1,0,12,12,97,12,2,0,2,1,6,2,0,2,1,3,4,4,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,4,2,5,5,5,5,5,5,1,1,2,0,0,1,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,4,1,2,1,0,0,2,0,0,0,0,0,2,3,4,5,5,3,3,5,4,2,2,2,3,2,3,4,4,4,4,5,5,2,0,0,0,0,0,3,2,2,1,0,2,2,0,4,5,6,2,0,0,-1,-1,5,5,3,3,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.436260551214218,.478496760129929
448,43,1973,1,1,3,1,6,25,3,1,1,1,12,1,0,1,2,1,5,19,18,37,0,64,48,18.6000003814697,99.9000015258789,84.1999969482422,26.1000003814697,1,1,98,12,12,9,2,0,2,1,5,2,2,2,2,6,2,2,1,1,0,0,0,0,2,3,3,4,4,5,1,6,8,8,8,6,8,2,1,1,1,0,3,1,3,0,0,0,0,0,0,1,0,2,1,2,2,1,3,3,3,2,3,2,2,2,3,2,3,2,3,3,1,3,1,0,0,0,0,0,0,0,3,1,1,4,3,0,0,2,2,2,1,1,1,2,2,2,3,3,0,5,1,1,5,1,1,3,1,4,1,2,5,4,2,4,7,1,2,1,1,0,0,0,2,2,3,0,1,0,0,0,0,5,3,1,20,0,3,0,5,5,2,1,1,1,0,0,0,0,0,3,1,9,0,1,3,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,.956993520259857,.872521102428436,.956993520259857
449,49,1967,1,1,0,1,2,35,2,2,1,1,16,3,20,1,2,1,4,26,26,53,31,56,38,73.9000015258789,39.7000007629395,76.6999969482422,61.5,1,0,16,16,16,8,1,0,2,1,4,1,4,1,2,6,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,3,2,4,4,5,4,4,4,2,1,2,0,0,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,4,1,1,4,0,0,3,0,0,0,0,0,1,3,2,1,4,3,3,4,1,2,3,2,3,2,4,3,1,4,3,2,1,2,1,9,0,0,0,4,1,4,1,0,2,2,0,4,4,1,1,0,25,12,0,3,3,3,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.872521102428436,.956993520259857
450,19,1997,2,1,3,1,0,0,0,3,5,0,12,1,0,2,2,1,3,20,7,46,43,40,0,61.4000015258789,52.4000015258789,33.4000015258789,0,1,0,12,12,97,4,2,2,2,1,3,2,0,2,2,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,2,4,0,0,0,0,0,0,0,2,0,2,1,1,1,3,1,1,1,2,2,3,3,2,3,1,3,1,3,2,1,2,2,0,0,0,0,0,0,0,2,1,1,3,1,0,0,2,2,2,1,1,2,1,1,2,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,3,7,2,2,0,2,4,0,0,3,2,3,0,4,0,0,0,0,4,3,1,0,7,7,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,1,1,1,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1.43549025058746,1.30878162384033,1.43549025058746
451,30,1986,2,1,0,1,2,0,0,2,1,1,14,1,0,1,4,2,2,15,0,46,39,48,35,61.4000015258789,38.0999984741211,20.1000003814697,32,1,0,12,12,13,9,2,0,2,1,4,2,2,1,2,4,2,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,2,5,4,4,5,5,5,4,5,1,1,2,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,4,1,1,3,1,1,4,0,0,2,0,0,0,0,0,2,3,4,1,3,2,2,4,3,2,2,3,2,3,3,3,3,4,3,6,8,2,1,0,0,0,0,1,2,3,1,0,2,2,0,4,5,6,1,10,1,28,0,5,3,2,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.956993520259857,.872521102428436,.956993520259857
452,67,1949,1,1,3,1,3,26,3,-1,1,1,12,1,0,2,2,0,2,21,19,45,24,48,53,58.4000015258789,20.7000007629395,24.2000007629395,41.0999984741211,1,0,12,14,13,7,4,2,4,1,1,2,1,0,3,3,3,3,2,1,3,2,2,0,0,4,2,4,2,2,4,7,8,6,7,6,7,5,1,2,1,0,2,4,0,4,4,5,4,4,4,2,1,2,1,1,2,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,4,2,1,0,2,2,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,2,4,3,2,3,1,2,2,3,2,2,0,4,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1.56436336040497,1.42627930641174,1.56436336040497
453,37,1979,2,1,3,1,2,0,0,8,5,0,15,1,0,1,2,9,2,27,27,55,29,40,42,37.2000007629395,23.2999992370605,33.4000015258789,59.9000015258789,1,0,12,12,97,5,2,2,2,1,3,2,0,2,2,4,3,3,2,0,0,0,0,0,2,4,2,4,2,2,4,7,8,8,7,8,7,4,1,2,1,0,3,4,5,0,0,0,0,0,0,1,0,2,1,1,2,3,1,1,1,2,2,1,3,2,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,1,1,1,4,3,0,0,2,2,2,1,2,2,1,1,2,4,2,0,4,2,2,5,2,2,2,2,2,2,3,4,4,7,4,4,1,2,0,1,0,0,0,2,1,3,0,3,0,0,0,0,4,3,1,0,7,25,0,5,3,2,3,2,1,9,9,9,9,9,9,9,999,999,99,9,9,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1.56436336040497,1.42627930641174,1.56436336040497
454,40,1976,1,1,3,1,1,0,0,8,5,0,12,1,0,2,2,1,3,17,2,36,74,59,0,34.5999984741211,84.5,75.5,0,1,0,17,16,97,1,4,1,4,2,6,5,0,1,3,1,4,3,3,0,0,0,0,0,0,3,2,2,3,3,4,6,6,3,5,5,1,5,1,1,1,0,0,1,1,0,0,0,0,0,0,2,0,1,1,1,8,2,3,3,3,3,2,1,2,2,2,1,2,2,2,2,1,3,1,0,0,0,0,0,0,0,2,1,1,4,4,0,0,2,2,4,1,2,2,1,1,1,4,2,0,4,4,2,2,3,2,2,2,5,3,2,2,6,7,5,5,2,2,0,1,0,0,0,3,1,3,0,5,0,0,0,0,4,5,1,0,2,3,0,5,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1.43549025058746,1.30878162384033,1.43549025058746
455,65,1951,1,1,0,1,2,25,3,3,5,0,17,4,18,1,2,1,1,15,0,60,47,0,0,87.9000015258789,62.7000007629395,0,0,1,0,16,12,97,99,2,7,1,1,2,2,0,2,2,6,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1,0,2,4,3,8,5,5,5,4,8,1,1,2,0,0,8,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,1,3,3,2,1,2,0,0,2,0,0,0,0,0,3,3,2,3,5,3,2,4,2,3,2,1,4,2,3,3,3,4,5,6,4,2,0,9,0,0,1,3,1,4,3,0,2,2,0,4,1,0,1,0,10,20,0,3,3,3,2,2,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.478496760129929,.436260551214218,.478496760129929
